X,Y,Z,Index,Val,Accuracy
61,75,4,7874,0.044000000000000004,0.43064842924331737
38,84,4,4893,0.06459999799999999,0.46871920457135474
40,78,4,5147,0.307000011,0.29973348485219603
5,28,4,547,0.275000006,0.27775296639142033
95,127,4,12346,0.047899999000000006,0.4693092104998773
44,71,4,5660,0.096100003,0.47271954156353185
50,129,4,6498,0.021,0.4869819635374667
47,123,4,6102,0.048,0.455921560071861
11,50,4,1349,0.186299995,0.4896144456804509
85,48,4,10967,0.277999997,0.44501898869478174
1,21,4,20,0.125499994,0.3817987568747703
72,120,4,9349,0.268000007,0.25576108339731485
21,61,4,2660,0.08820000300000001,0.45489972644875387
38,69,4,4878,0.298000008,0.41702181635664876
77,111,4,9990,0.152999997,0.3307421857550367
84,28,4,10817,0.08910000300000001,0.4072471162542005
60,54,4,7723,0.197400004,0.44515692638705107
75,125,4,9744,0.115599997,0.49224193163150787
72,78,4,9307,0.165600002,0.546878357955236
39,70,4,5009,0.289999992,0.2567566031489227
65,103,4,8422,0.287999988,0.4605057224413429
17,120,4,2199,0.123899996,0.4441023299269017
47,9,4,5988,0.298000008,0.5152185183403669
6,108,4,757,0.146899998,0.49519219139714676
71,119,4,9218,0.280000001,0.4185372985037688
14,59,4,1748,0.29199999600000004,0.5276481071698647
50,108,4,6477,0.30399999,0.4353256465230302
85,46,4,10965,0.289999992,0.3418552121201019
79,85,4,10224,0.09749999599999999,0.36727913196049355
14,117,4,1806,0.060400002,0.3000400860988395
56,94,4,7243,0.090700001,0.3627468614124991
25,34,4,3153,0.072300002,0.5263520700139888
61,32,4,7831,0.067599997,0.2589723976241705
6,7,4,656,0.09480000300000001,0.33542342243554685
27,130,4,3509,0.061900000999999996,0.3669142457164101
57,128,4,7407,0.0436,0.2752226681602607
24,64,4,3053,0.137400001,0.28503950922451854
47,7,4,5986,0.305000007,0.4010745396972055
23,86,4,2945,0.143999994,0.3240366543516238
79,99,4,10238,0.26699999,0.2594199423260468
58,88,4,7497,0.051100001,0.2817896778348073
7,4,4,783,0.050999999000000004,0.374906256285473
31,1,4,3900,0.289999992,0.49665663408922933
19,118,4,2457,0.134800002,0.2834222725476359
6,27,4,676,0.270999998,0.38416683170922816
61,85,4,7884,0.036400001,0.3554851615716701
39,104,4,5043,0.19990000100000002,0.3005920604534535
24,83,4,3072,0.289999992,0.38939033648467525
16,78,4,2027,0.0359,0.49772102417712827
77,82,4,9961,0.11680000300000001,0.26438055511024877
81,32,4,10431,0.0471,0.4697500039863288
87,86,4,11265,0.291000009,0.3630217748520719
67,52,4,8631,0.095899999,0.4396044873071582
13,15,4,1574,0.136199996,0.3457173538054383
10,85,4,1254,0.0381,0.2643044148842071
99,99,4,12838,0.038600001,0.4822839032685325
75,88,4,9707,0.041099999,0.388705464727888
58,77,4,7486,0.045000002000000004,0.2615022542473282
35,123,4,4542,0.090700001,0.25061653844509174
46,56,4,5905,0.305999994,0.3342549948427034
19,12,4,2351,0.08309999900000001,0.5411698927446884
10,11,4,1180,0.282999992,0.5335130817504146
18,116,4,2325,0.132599995,0.4739337723053544
67,62,4,8641,0.1567,0.5362950373792453
1,24,4,23,0.062899999,0.510957037116804
35,91,4,4510,0.287,0.26525064730849723
13,18,4,1577,0.24130000199999999,0.44793643535442473
39,127,4,5066,0.208299994,0.3851713955981312
54,63,4,6952,0.075599998,0.3485900237756007
97,25,4,12504,0.300000012,0.44768585022113017
88,56,4,11365,0.275999993,0.5272772493441915
50,41,4,6410,0.057700000999999994,0.453905120787088
56,17,4,7166,0.071800001,0.4591964099000678
91,129,4,11828,0.054200001,0.4598307177442376
66,116,4,8565,0.04309999900000001,0.33284846123569833
4,122,4,511,0.123099998,0.40284398490732554
78,126,4,10135,0.11060000199999999,0.4375944166193171
4,38,4,427,0.28499999600000003,0.39992661699634335
36,120,4,4669,0.0559,0.29963621129482293
37,78,4,4757,0.298000008,0.29574161290221995
93,25,4,11984,0.300000012,0.49420130165883025
83,102,4,10761,0.282999992,0.4252397189027042
81,27,4,10426,0.034200002,0.3405631569233786
7,57,4,836,0.124600001,0.2539413659473775
36,7,4,4556,0.26300001100000003,0.4356785149039273
78,92,4,10101,0.268000007,0.4737346132625798
79,33,4,10172,0.280000001,0.344765763254731
2,14,4,143,0.143099993,0.5406889673482271
60,105,4,7774,0.039500002,0.35691445687023654
