X,Y,Z,Index,Val,Accuracy
56,66,16,7215,0.253500015,0.2635003925977542
65,92,16,8411,0.30399999,0.30908562387318445
62,7,16,7936,0.09030000099999999,0.35809630206091897
39,38,16,4977,0.077299997,0.4590162477549711
23,51,16,2910,0.28499999600000003,0.35385402455057924
39,60,16,4999,0.298999995,0.5328581658547519
16,13,16,1962,0.268000007,0.49008224531766886
22,33,16,2762,0.146699995,0.535615318689925
60,65,16,7734,0.294999987,0.4258719591989011
67,104,16,8683,0.029899999,0.34911239962705476
10,6,16,1175,0.06610000099999999,0.5277660221669577
98,115,16,12724,0.282000005,0.4814398587293718
7,56,16,835,0.298000008,0.4184775910225013
17,64,16,2143,0.055799997999999996,0.48614754580133773
47,2,16,5981,0.067699999,0.31923210037913136
31,92,16,3991,0.308999985,0.4660285166782544
51,101,16,6600,0.28099998800000003,0.26121912458582786
21,86,16,2685,0.307999998,0.4505341176103478
17,96,16,2175,0.09510000099999999,0.49438753511842637
79,88,16,10227,0.06610000099999999,0.49597992263906776
53,8,16,6767,0.019300001,0.4830092695194067
70,23,16,8992,0.28099998800000003,0.442482152149424
12,3,16,1432,0.272000015,0.5257973272954515
42,3,16,5332,0.0447,0.5177460601063633
8,76,16,985,0.323000014,0.40843312998334896
53,95,16,6854,0.046500001,0.29140672854964816
50,108,16,6477,0.289000005,0.5443264044873778
91,88,16,11787,0.28499999600000003,0.3476189532393241
85,55,16,10974,0.312000006,0.33695021212077686
93,67,16,12026,0.050700000999999995,0.4566748204620398
22,72,16,2801,0.051899999,0.4654706855104903
5,40,16,559,0.0296,0.47008491459070056
16,69,16,2018,0.041299999,0.3375789036012516
93,17,16,11976,0.063500002,0.5361976690267387
23,67,16,2926,0.027100001000000002,0.37730004765117575
59,99,16,7638,0.031599998,0.4406842730484335
68,101,16,8810,0.023700001000000002,0.5111950414269973
69,15,16,8854,0.021600001,0.46366841648255375
72,130,16,9359,0.0469,0.4624578899015246
100,104,16,12973,0.0348,0.37375543883273504
15,19,16,1838,0.0638,0.33492205365809097
15,127,16,1946,0.194100007,0.5013874709030147
36,102,16,4651,0.104699999,0.3863307152978719
22,124,16,2853,0.1646,0.4582044268677036
23,108,16,2967,0.112000003,0.46493677320476323
1,6,16,5,0.15389999699999998,0.3034168216371598
41,93,16,5292,0.335999995,0.4896458910823086
70,73,16,9042,0.0656,0.47174087953722166
45,81,16,5800,0.078400001,0.38367157889834375
65,87,16,8406,0.034499998999999996,0.39876015153957245
95,77,16,12296,0.310000002,0.46997495155027624
14,65,16,1754,0.054000001,0.3382571101767264
70,104,16,9073,0.060600000999999994,0.5045138956257877
17,116,16,2195,0.054000001,0.3823205657625077
39,61,16,5000,0.291000009,0.37362506845741317
15,120,16,1939,0.062799998,0.3270855004893554
28,16,16,3525,0.0206,0.375525352078358
54,126,16,7015,0.08349999799999999,0.34443524635829187
54,91,16,6980,0.282999992,0.3529374814921946
28,44,16,3553,0.040800001,0.44439770163721753
13,16,16,1575,0.113200001,0.29732263748380994
45,34,16,5753,0.066,0.49786651091617773
1,26,16,25,0.0307,0.547299712851405
87,34,16,11213,0.0537,0.5018257248163691
56,86,16,7235,0.030200001,0.4655843281908255
26,97,16,3346,0.095899999,0.5492022711538127
6,52,16,701,0.0297,0.28316673178512647
62,21,16,7950,0.266000003,0.47007764705112765
59,115,16,7654,0.300000012,0.5311767544760253
91,93,16,11792,0.162100002,0.3369558955147871
76,70,16,9819,0.312999994,0.3589388472922855
8,11,16,920,0.207599998,0.47651376343309415
52,99,16,6728,0.293000013,0.5048715837507984
33,37,16,4196,0.090499997,0.49453436940545004
64,90,16,8279,0.305000007,0.4124515774442136
62,38,16,7967,0.0385,0.35041026966406025
2,60,16,189,0.294,0.42220026155521434
32,96,16,4125,0.146899998,0.2901355439639448
4,48,16,437,0.066600002,0.53817501236298
14,16,16,1705,0.133599997,0.26246320136181145
92,1,16,11830,0.051899999,0.2991941407660367
69,79,16,8918,0.041299999,0.41406866795332387
60,88,16,7757,0.291000009,0.33639729243851857
48,99,16,6208,0.291000009,0.37993209561899716
93,90,16,12049,0.282000005,0.5144663519889039
29,87,16,3726,0.298000008,0.45745097238773363
84,123,16,10912,0.106299996,0.5112577755193037
60,62,16,7731,0.030099999,0.4643601741687011
41,51,16,5250,0.034400001,0.48112005792320367
36,77,16,4626,0.06199999900000001,0.4159465768249892
22,75,16,2804,0.10230000300000001,0.2854557097515419
33,102,16,4261,0.078900002,0.4213834986178706
4,117,16,506,0.13770000599999999,0.3368091608155678
86,98,16,11147,0.289999992,0.27669620913665144
38,115,16,4924,0.046,0.2781832593312372
43,45,16,5504,0.035399999,0.2504183738050495
95,45,16,12264,0.109399997,0.39790818945814255
34,71,16,4360,0.040600002,0.3552871013467744
17,48,16,2127,0.059099998,0.39268107426538157
3,128,16,387,0.066799998,0.47954650360043805
23,83,16,2942,0.326000005,0.38836458209279756
55,116,16,7135,0.289999992,0.542747731418102
10,89,16,1258,0.32400000100000004,0.38023687095718317
24,104,16,3093,0.182600006,0.5299197744211026
54,57,16,6946,0.0559,0.3678434005193373
12,5,16,1434,0.25769999600000004,0.2710592490797523
75,8,16,9627,0.0546,0.5109138184526636
55,1,16,7020,0.098200001,0.4348026250372364
90,110,16,11679,0.301999986,0.3505557357020478
44,37,16,5626,0.059099998,0.4826806412018093
24,87,16,3076,0.324999988,0.35274286172326375
74,44,16,9533,0.048799999000000004,0.28761967034155017
39,66,16,5005,0.057700000999999994,0.4505673398960607
96,19,16,12368,0.14480000699999998,0.3586502246463687
85,80,16,10999,0.0438,0.4488762663724668
39,115,16,5054,0.045000002000000004,0.3574873591792407
85,85,16,11004,0.045699999000000005,0.2591876218515858
84,97,16,10886,0.305000007,0.3581510489869557
4,64,16,453,0.081200004,0.37639800715058136
36,117,16,4666,0.06199999900000001,0.38152608015111256
57,90,16,7369,0.289999992,0.30529327188671385
63,41,16,8100,0.087200001,0.303000954679479
72,34,16,9263,0.317000002,0.3245771020652537
100,115,16,12984,0.291000009,0.31587415994822865
13,2,16,1561,0.26300001100000003,0.3477056692941872
