X,Y,Z,Index,Val,Accuracy
100,32,4,12901,0.07379999799999999,0.5357872972052948
53,55,4,6814,0.048,0.31479501457548775
39,40,4,4979,0.319999993,0.3612797758994504
82,84,4,10613,0.115999997,0.47858306165830455
76,5,4,9754,0.067199998,0.3189116141183614
95,17,4,12236,0.07540000200000001,0.4479936252674071
13,24,4,1583,0.273000002,0.29534302411083296
79,3,4,10142,0.326000005,0.4538003266477331
71,12,4,9111,0.048300002,0.4439101442933
23,51,4,2910,0.187199995,0.40397898841287005
36,52,4,4601,0.22820000399999998,0.42856791876826456
64,8,4,8197,0.036899998999999996,0.27126341485327893
40,23,4,5092,0.08550000199999999,0.4463310691706034
68,96,4,8805,0.0933,0.4903524700024523
49,40,4,6279,0.100199997,0.36233453605707994
12,96,4,1525,0.045699999000000005,0.26570891962360094
6,86,4,735,0.04410000099999999,0.3657887345434369
58,85,4,7494,0.0416,0.26336711486930003
55,30,4,7049,0.09809999900000001,0.3313219602239217
78,22,4,10031,0.07020000400000001,0.4177877085629934
3,16,4,275,0.127800003,0.4154503560754278
8,60,4,969,0.067000002,0.48159166092994
41,79,4,5278,0.298000008,0.3502149753233296
33,37,4,4196,0.105599999,0.3540432573375009
5,40,4,559,0.303000003,0.33032178868795103
6,57,4,706,0.0616,0.42272816904716715
80,22,4,10291,0.054099999,0.25776991679304
33,119,4,4278,0.048799999000000004,0.43228529932675863
8,85,4,994,0.0176,0.4555152819648609
15,106,4,1925,0.05550000099999999,0.27914162966109163
55,67,4,7086,0.0995,0.2999259201209408
2,129,4,258,0.331099987,0.5491358103006011
95,125,4,12344,0.0414,0.33483042437356825
37,60,4,4739,0.123099998,0.3232645390335048
67,64,4,8643,0.148800001,0.2612979417677307
78,53,4,10062,0.207000002,0.46587707868433803
90,65,4,11634,0.2042,0.4274075706707223
74,33,4,9522,0.273000002,0.5397525622172437
89,28,4,11467,0.0526,0.29142655091119724
99,48,4,12787,0.04630000099999999,0.4904917817047123
24,9,4,2998,0.29550001,0.38272049294117627
11,95,4,1394,0.029899999,0.43621922361767684
74,46,4,9535,0.0469,0.41393119475749807
22,86,4,2815,0.139200002,0.33976769868414786
29,3,4,3642,0.124499999,0.3436534208990683
65,21,4,8340,0.053399999000000004,0.3150308170820859
49,113,4,6352,0.155200005,0.41430324644174243
10,37,4,1206,0.305000007,0.5207279792798235
94,25,4,12114,0.286000013,0.47150417454291327
12,80,4,1509,0.068000004,0.2855971770214078
78,95,4,10104,0.275000006,0.4508244943774188
30,57,4,3826,0.176499993,0.3786323545923287
86,85,4,11134,0.270999998,0.2626435967424099
91,77,4,11776,0.275999993,0.40760627462413623
