X,Y,Z,Index,Val,Accuracy
1,1,4,0,0.031399999,0.9751621149681466
1,6,4,5,0.0867,0.9512430647997436
1,11,4,10,0.25900000300000003,0.9324285658588839
1,16,4,15,0.059099998,0.9719790509803967
1,21,4,20,0.125499994,0.9929053278607012
1,26,4,25,0.078500003,0.9489676885393896
1,31,4,30,0.23029999399999998,0.9727462735087441
1,36,4,35,0.11519999800000001,0.9399563011418675
1,41,4,40,0.273000002,0.989686405389076
1,46,4,45,0.094300002,0.970624540950681
1,51,4,50,0.070600003,0.9158821041848721
1,56,4,55,0.28499999600000003,0.9974276416077894
1,61,4,60,0.298999995,0.9026658734010841
1,66,4,65,0.132400006,0.9133155380413013
1,71,4,70,0.213300005,0.9200354032769357
1,76,4,75,0.310000002,0.9088656711388627
1,81,4,80,0.060899999,0.936796237814902
1,86,4,85,0.298000008,0.9627467810810089
1,91,4,90,0.0682,0.9617160375084489
1,96,4,95,0.062600002,0.9468550824715071
1,101,4,100,0.2764,0.99683809772596
1,106,4,105,0.308999985,0.9144698367297845
1,111,4,110,0.15389999699999998,0.9852487505722034
1,116,4,115,0.217099994,0.9338855052766316
1,121,4,120,0.181099996,0.9633983583749319
1,126,4,125,0.084399998,0.9187038895485461
6,1,4,650,0.022299998999999997,0.9959807980895524
6,6,4,655,0.10000000099999999,0.976065073875696
6,11,4,660,0.268000007,0.9308084373247697
6,16,4,665,0.275999993,0.9131160911733159
6,21,4,670,0.282999992,0.9267943410662226
6,26,4,675,0.268299997,0.9578032673569925
6,31,4,680,0.272000015,0.9489761700197252
6,36,4,685,0.277999997,0.9431529049625516
6,41,4,690,0.289999992,0.9032028421798131
6,46,4,695,0.282999992,0.9769534601903028
6,51,4,700,0.275000006,0.9851069434477062
6,56,4,705,0.270999998,0.9476487015553886
6,61,4,710,0.059900000999999994,0.9304817189173367
6,66,4,715,0.064499997,0.998924540465923
6,71,4,720,0.282000005,0.9077894394645595
6,76,4,725,0.024599998999999997,0.9796859861525544
6,81,4,730,0.026799998999999998,0.9375995743910835
6,86,4,735,0.04410000099999999,0.9005410332720999
6,91,4,740,0.30399999,0.9257592733853424
6,96,4,745,0.308999985,0.9166569928721506
